seed,time_solve,size_bytes
702, 196.17216277122498, 324943169
269, 185.56988883018494, 338109350
609, 182.5615656375885, 331329373
211, 159.20233392715454, 292608751
860, 199.67240142822266, 364927066
34, 148.08331441879272, 260864787
939, 196.53217244148254, 335485261
443, 189.15370774269104, 300091681
803, 200.47586941719055, 351122670
575, 212.2791609764099, 358592043
413, 179.03360724449158, 329408071
606, 204.95543670654297, 400616464
198, 246.40030550956726, 390392585
317, 202.90868425369263, 356990080
125, 239.70054984092712, 392352574
295, 169.54479885101318, 274202849
418, 211.22873067855835, 375939980
76, 187.60750484466553, 347934572
457, 166.56798791885376, 286464288
602, 201.72257232666016, 334838877
91, 211.5627303123474, 356373896
377, 190.88883090019226, 305543033
674, 187.19021224975586, 342082035
731, 194.4970555305481, 340569038
337, 165.71131873130798, 305065538
885, 203.17887830734253, 360153125
266, 191.42795395851135, 344937876
563, 194.21408438682556, 322083472
449, 224.8303577899933, 354890707
366, 220.5445590019226, 376316484
875, 193.9679834842682, 304359868
785, 184.50512146949768, 324745206
7, 198.57590675354004, 325475918
659, 201.6881880760193, 344418561
86, 238.53613901138306, 362062855
791, 188.17171788215637, 321464819
12, 207.80517983436584, 318441389
576, 161.370934009552, 294828452
138, 179.4437849521637, 303137401
471, 204.05273246765137, 328791526
833, 159.9361493587494, 296689288
132, 202.67670941352844, 333256700
577, 237.12509298324585, 387510524
685, 201.9630308151245, 341969037
274, 215.49861860275269, 344612028
354, 187.8945927619934, 319521370
220, 202.83880019187927, 346148347
109, 233.1764678955078, 410614077
438, 207.25045490264893, 351843391
826, 182.94436359405518, 308287877
663, 255.1396713256836, 418981837
806, 233.37686252593994, 379240553
974, 182.66174149513245, 312806246
787, 207.75656652450562, 328693484
669, 214.68369126319885, 329667057
657, 200.69357824325562, 314816237
83, 193.83545303344727, 331793747
114, 168.86445903778076, 283962863
485, 193.05047702789307, 330876516
757, 201.527667760849, 354141843
137, 178.1575174331665, 317229013
391, 130.78030514717102, 286086669
17, 206.54733657836914, 313378011
362, 164.05650424957275, 298340333
255, 207.3939130306244, 337693660
977, 194.1367208957672, 359465444
430, 206.52243852615356, 369824631
722, 206.65483450889587, 348878379
542, 211.30876398086548, 396993370
330, 166.79096221923828, 328789021
777, 196.49623203277588, 349989420
450, 227.38572764396667, 366365279
551, 194.33725452423096, 348612754
823, 193.43223357200623, 343285845
991, 187.7576823234558, 332123544
139, 183.1247329711914, 310934359
27, 236.782124042511, 345644101
426, 227.90415620803833, 385906467
612, 196.30210947990417, 342311197
681, 238.35493111610413, 411888686
